PermitNum,AppliedDate,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2005-14804,2005/09/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14904,2005/09/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14871,2005/09/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14891,2005/09/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14903,2005/09/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14994,2005/09/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14953,2005/09/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-14957,2005/09/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15035,2005/09/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15054,2005/10/03,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-15077,2005/10/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15095,2005/10/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15089,2005/10/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15156,2005/10/04,Demolition,Demolition,5401 - Church,Institutional,Non-Residential,Demolition,
BP2005-15146,2005/10/04,Demolition,Demolition,3305 - Service Station,Commercial,Non-Residential,Demolition,
BP2005-15160,2005/10/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15158,2005/10/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15114,2005/10/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15240,2005/10/05,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-15208,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15247,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15226,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15255,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15259,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15258,2005/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15257,2005/10/05,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-15313,2005/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15305,2005/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15285,2005/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15278,2005/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15335,2005/10/06,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-15418,2005/10/07,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-15414,2005/10/07,Demolition,Demolition,1105 - Retaining Wall,Single Family,Residential,Demolition,
BP2005-15366,2005/10/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15373,2005/10/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15513,2005/10/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15525,2005/10/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15619,2005/10/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15608,2005/10/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15550,2005/10/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15618,2005/10/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15606,2005/10/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15663,2005/10/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15697,2005/10/13,Demolition,Demolition,1606 - Townhouse,Townhouse,Residential,Demolition,
BP2005-15677,2005/10/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15730,2005/10/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15707,2005/10/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15732,2005/10/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15725,2005/10/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15728,2005/10/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15854,2005/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15943,2005/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15934,2005/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15913,2005/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15926,2005/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-15903,2005/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16040,2005/10/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16164,2005/10/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16159,2005/10/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16189,2005/10/21,Demolition,Demolition,5299 - Medical Misc.,Institutional,Non-Residential,Demolition,
BP2005-16197,2005/10/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16257,2005/10/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16357,2005/10/25,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2005-16289,2005/10/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16418,2005/10/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16387,2005/10/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16456,2005/10/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16488,2005/10/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16561,2005/10/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16818,2005/11/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16878,2005/11/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16937,2005/11/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16950,2005/11/04,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-16965,2005/11/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-16988,2005/11/04,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-16986,2005/11/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17016,2005/11/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17017,2005/11/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17015,2005/11/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17044,2005/11/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17107,2005/11/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17150,2005/11/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17216,2005/11/09,Demolition,Demolition,5401 - Church,Institutional,Non-Residential,Demolition,
BP2005-17162,2005/11/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17225,2005/11/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17235,2005/11/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17299,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17279,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17254,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17298,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17329,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17265,2005/11/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17372,2005/11/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17407,2005/11/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17461,2005/11/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17489,2005/11/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17460,2005/11/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17405,2005/11/15,Demolition,Demolition,5303 - Special Care Facility,Institutional,Non-Residential,Demolition,
BP2005-17445,2005/11/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17562,2005/11/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17609,2005/11/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17590,2005/11/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17703,2005/11/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17697,2005/11/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17705,2005/11/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17826,2005/11/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17899,2005/11/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17863,2005/11/22,Demolition,Demolition,3607 - Hotel/Motel,Commercial,Non-Residential,Demolition,
BP2005-17856,2005/11/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17846,2005/11/22,Demolition,Demolition,2399 - Indust/Utility Misc.,Industrial,Non-Residential,Demolition,
BP2005-17850,2005/11/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-17990,2005/11/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18222,2005/11/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18299,2005/11/29,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2005-18263,2005/11/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18415,2005/11/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18347,2005/11/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18472,2005/12/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18461,2005/12/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18486,2005/12/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18602,2005/12/05,Demolition,Demolition,3608 - Restaurant,Commercial,Non-Residential,Demolition,
BP2005-18603,2005/12/05,Demolition,Demolition,2125 - Food Products,Industrial,Non-Residential,Demolition,
BP2005-18601,2005/12/05,Demolition,Demolition,3203 - Warehouse,Commercial,Non-Residential,Demolition,
BP2005-18657,2005/12/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18658,2005/12/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18675,2005/12/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18725,2005/12/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18766,2005/12/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18751,2005/12/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18762,2005/12/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18769,2005/12/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18840,2005/12/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-18971,2005/12/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19064,2005/12/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19061,2005/12/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19056,2005/12/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19088,2005/12/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19144,2005/12/16,Demolition,Demolition,1107 - Semi-Detached (1 Unit),Single Family,Residential,Demolition,
BP2005-19189,2005/12/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19164,2005/12/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19280,2005/12/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19290,2005/12/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19241,2005/12/19,Demolition,Demolition,3610 - Drinking Establishment,Commercial,Non-Residential,Demolition,
BP2005-19240,2005/12/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19242,2005/12/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19365,2005/12/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19327,2005/12/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19389,2005/12/21,Demolition,Demolition,2309 - Terminal-Bus,Industrial,Non-Residential,Demolition,
BP2005-19454,2005/12/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19556,2005/12/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19628,2005/12/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19702,2005/12/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2005-19703,2005/12/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00022,2006/01/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00039,2006/01/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00014,2006/01/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00052,2006/01/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00120,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00123,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00132,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00124,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00134,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00122,2006/01/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00162,2006/01/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00207,2006/01/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00305,2006/01/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00289,2006/01/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00268,2006/01/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00262,2006/01/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00264,2006/01/10,Demolition,Demolition,3603 - Cafe,Commercial,Non-Residential,Demolition,
BP2006-00283,2006/01/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00354,2006/01/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00391,2006/01/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00604,2006/01/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00692,2006/01/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00761,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00722,2006/01/18,Demolition,Demolition,3203 - Warehouse,Commercial,Non-Residential,Demolition,
BP2006-00789,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00747,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00769,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00724,2006/01/18,Demolition,Demolition,2103 - Auto Prod,Industrial,Non-Residential,Demolition,
BP2006-00715,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00776,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00762,2006/01/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00828,2006/01/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00825,2006/01/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00926,2006/01/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-00964,2006/01/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01063,2006/01/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01053,2006/01/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01060,2006/01/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01008,2006/01/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01141,2006/01/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01200,2006/01/26,Demolition,Demolition,"5109 - School, Public",Institutional,Non-Residential,Demolition,
BP2006-01197,2006/01/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01323,2006/01/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01281,2006/01/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01370,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01372,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01364,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01375,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01374,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01394,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01386,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01368,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01367,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01373,2006/01/30,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2006-01369,2006/01/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01433,2006/01/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01496,2006/01/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01517,2006/02/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01541,2006/02/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01521,2006/02/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01527,2006/02/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01554,2006/02/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01631,2006/02/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01627,2006/02/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01699,2006/02/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01697,2006/02/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01664,2006/02/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01653,2006/02/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01695,2006/02/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01768,2006/02/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01745,2006/02/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01763,2006/02/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01761,2006/02/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01821,2006/02/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01797,2006/02/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01831,2006/02/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01828,2006/02/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01835,2006/02/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01922,2006/02/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01958,2006/02/08,Demolition,Demolition,1508 - Fourplex,Apartment,Residential,Demolition,
BP2006-01962,2006/02/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01959,2006/02/08,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2006-01917,2006/02/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01960,2006/02/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01913,2006/02/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02078,2006/02/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-01991,2006/02/09,Demolition,Demolition,1406 - Duplex (Up/Down),Two Family,Residential,Demolition,
BP2006-02008,2006/02/09,Demolition,Demolition,1406 - Duplex (Up/Down),Two Family,Residential,Demolition,
BP2006-02195,2006/02/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02205,2006/02/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02202,2006/02/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02279,2006/02/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02302,2006/02/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02415,2006/02/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02408,2006/02/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02490,2006/02/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02447,2006/02/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02545,2006/02/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02551,2006/02/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02515,2006/02/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02646,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02641,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02602,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02642,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02678,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02619,2006/02/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02705,2006/02/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02731,2006/02/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02801,2006/02/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02796,2006/02/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02903,2006/02/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02976,2006/02/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-02934,2006/02/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03043,2006/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03035,2006/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03099,2006/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03101,2006/02/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03136,2006/03/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03241,2006/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03235,2006/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03259,2006/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03240,2006/03/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03293,2006/03/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03316,2006/03/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03366,2006/03/06,Demolition,Demolition,3608 - Restaurant,Commercial,Non-Residential,Demolition,
BP2006-03368,2006/03/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03440,2006/03/07,Demolition,Demolition,1506 - Apartment,Apartment,Residential,Demolition,
BP2006-03494,2006/03/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03502,2006/03/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03583,2006/03/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03582,2006/03/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03622,2006/03/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03623,2006/03/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03614,2006/03/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03672,2006/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03670,2006/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03671,2006/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03669,2006/03/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03729,2006/03/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03764,2006/03/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03727,2006/03/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03791,2006/03/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2006-03892,2006/03/14,Demolition,Demolition,1506 - Apartment,Apartment,Residential,Demolition,
BP2006-03866,2006/03/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
