PermitNum,AppliedDate,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2015-02566,2015/03/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02620,2015/03/12,Demolition,Demolition,1109 -  Mobile Home,Single Family,Residential,Demolition,
BP2015-02630,2015/03/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02617,2015/03/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02626,2015/03/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02727,2015/03/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02721,2015/03/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02755,2015/03/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02745,2015/03/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02773,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02807,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02809,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02774,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02811,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02808,2015/03/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02837,2015/03/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02867,2015/03/19,Demolition,Demolition,6305 - Fire,Government,Non-Residential,Demolition,
BP2015-02850,2015/03/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-02990,2015/03/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03012,2015/03/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03014,2015/03/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03086,2015/03/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03082,2015/03/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03174,2015/03/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03265,2015/03/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03215,2015/03/27,Demolition,Demolition,5401 - Church,Institutional,Non-Residential,Demolition,
BP2015-03293,2015/03/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03355,2015/03/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03370,2015/03/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03341,2015/03/31,Demolition,Demolition,2112 - Feed Grain Mill,Industrial,Non-Residential,Demolition,
BP2015-03403,2015/04/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03415,2015/04/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03416,2015/04/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03488,2015/04/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03516,2015/04/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03578,2015/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03562,2015/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03575,2015/04/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03703,2015/04/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03662,2015/04/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03711,2015/04/08,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-03847,2015/04/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03848,2015/04/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03851,2015/04/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03925,2015/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03896,2015/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03869,2015/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03928,2015/04/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03982,2015/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-03993,2015/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04008,2015/04/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04082,2015/04/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04084,2015/04/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04083,2015/04/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04152,2015/04/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04237,2015/04/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04247,2015/04/17,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-04216,2015/04/17,Demolition,Demolition,3399 - Motor-Vehicle Misc.,Commercial,Non-Residential,Demolition,
BP2015-04266,2015/04/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04388,2015/04/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04355,2015/04/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04402,2015/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04403,2015/04/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04491,2015/04/23,Demolition,Demolition,1506 - Apartment,Apartment,Residential,Demolition,
BP2015-04466,2015/04/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04492,2015/04/23,Demolition,Demolition,1506 - Apartment,Apartment,Residential,Demolition,
BP2015-04459,2015/04/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04490,2015/04/23,Demolition,Demolition,1506 - Apartment,Apartment,Residential,Demolition,
BP2015-04558,2015/04/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04566,2015/04/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04534,2015/04/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04628,2015/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04625,2015/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04618,2015/04/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04693,2015/04/28,Demolition,Demolition,5117 - Commercial School,Institutional,Non-Residential,Demolition,
BP2015-04692,2015/04/28,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2015-04691,2015/04/28,Demolition,Demolition,3204 - Warehouse/Office,Commercial,Non-Residential,Demolition,
BP2015-04770,2015/04/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04801,2015/04/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04765,2015/04/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04876,2015/04/30,Demolition,Demolition,1109 -  Mobile Home,Single Family,Residential,Demolition,
BP2015-04813,2015/04/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04961,2015/05/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04959,2015/05/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04899,2015/05/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-04925,2015/05/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05062,2015/05/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05210,2015/05/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05174,2015/05/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05209,2015/05/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05269,2015/05/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05232,2015/05/08,Demolition,Demolition,1301 - Detached Garage,Garage,Residential,Demolition,
BP2015-05294,2015/05/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05240,2015/05/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05331,2015/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05323,2015/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05312,2015/05/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05443,2015/05/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05519,2015/05/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05645,2015/05/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05576,2015/05/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05643,2015/05/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05711,2015/05/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05696,2015/05/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05707,2015/05/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05807,2015/05/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05857,2015/05/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05915,2015/05/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-05979,2015/05/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06064,2015/05/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06185,2015/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06177,2015/05/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06255,2015/05/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06262,2015/05/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06246,2015/05/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06193,2015/05/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06188,2015/05/28,Demolition,Demolition,3599 - Recreation Misc.,Commercial,Non-Residential,Demolition,
BP2015-06367,2015/06/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06432,2015/06/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06465,2015/06/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06439,2015/06/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06414,2015/06/02,Demolition,Demolition,3301 - Car Wash,Commercial,Non-Residential,Demolition,
BP2015-06466,2015/06/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06480,2015/06/02,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-06533,2015/06/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06543,2015/06/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06586,2015/06/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06622,2015/06/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06617,2015/06/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06755,2015/06/08,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-06710,2015/06/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06754,2015/06/08,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-06737,2015/06/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06814,2015/06/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06927,2015/06/10,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-06921,2015/06/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06997,2015/06/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06958,2015/06/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-06994,2015/06/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07053,2015/06/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07014,2015/06/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07075,2015/06/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07146,2015/06/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07180,2015/06/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07187,2015/06/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07254,2015/06/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07276,2015/06/17,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2015-07304,2015/06/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07288,2015/06/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07340,2015/06/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07425,2015/06/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07469,2015/06/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07424,2015/06/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07466,2015/06/19,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07528,2015/06/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07554,2015/06/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07493,2015/06/22,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07586,2015/06/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07590,2015/06/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07681,2015/06/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07674,2015/06/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07636,2015/06/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07720,2015/06/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07741,2015/06/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07798,2015/06/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07850,2015/06/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07777,2015/06/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07799,2015/06/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07931,2015/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07878,2015/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07912,2015/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07904,2015/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07902,2015/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07994,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08024,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08039,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08037,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08064,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08011,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08013,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-07995,2015/06/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08111,2015/07/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08092,2015/07/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08103,2015/07/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08269,2015/07/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08401,2015/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08361,2015/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08342,2015/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08333,2015/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08423,2015/07/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08441,2015/07/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08419,2015/07/08,Demolition,Demolition,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,Demolition,
BP2015-08420,2015/07/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08524,2015/07/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08514,2015/07/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08527,2015/07/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08541,2015/07/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08532,2015/07/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08657,2015/07/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08653,2015/07/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08727,2015/07/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08770,2015/07/14,Demolition,Demolition,1109 -  Mobile Home,Single Family,Residential,Demolition,
BP2015-08751,2015/07/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-08756,2015/07/14,Demolition,Demolition,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,Demolition,
BP2015-08807,2015/07/14,Demolition,Demolition,1101 - Improvements (Single Family),Single Family,Residential,Demolition,
BP2015-08771,2015/07/14,Demolition,Demolition,1109 -  Mobile Home,Single Family,Residential,Demolition,
BP2015-08757,2015/07/14,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2015-08858,2015/07/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-09073,2015/07/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2015-09022,2015/07/17,Demolition,Demolition,1406 - Duplex (Up/Down),Two Family,Residential,Demolition,
BP2015-09116,2015/07/20,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
